Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"OA","Annual population","10","Australia","512","Total Population - Male","3010","Population - Est. & Proj.","1984","1984","1000 persons","7696.933","X","International reliable sources",""
"OA","Annual population","10","Australia","513","Total Population - Female","3010","Population - Est. & Proj.","1984","1984","1000 persons","7726.223","X","International reliable sources",""
"OA","Annual population","10","Australia","551","Rural population","3010","Population - Est. & Proj.","1984","1984","1000 persons","2228.405","X","International reliable sources",""
"OA","Annual population","10","Australia","561","Urban population","3010","Population - Est. & Proj.","1984","1984","1000 persons","13258.809","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","10","Australia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1985","1985","1000 persons","15663.663","X","International reliable sources",""
"OA","Annual population","10","Australia","512","Total Population - Male","3010","Population - Est. & Proj.","1985","1985","1000 persons","7817.518","X","International reliable sources",""
"OA","Annual population","10","Australia","513","Total Population - Female","3010","Population - Est. & Proj.","1985","1985","1000 persons","7846.154","X","International reliable sources",""
"OA","Annual population","10","Australia","551","Rural population","3010","Population - Est. & Proj.","1985","1985","1000 persons","2267.941","X","International reliable sources",""
"OA","Annual population","10","Australia","561","Urban population","3010","Population - Est. & Proj.","1985","1985","1000 persons","13461.702","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","10","Australia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1986","1986","1000 persons","15917.572","X","International reliable sources",""
"OA","Annual population","10","Australia","512","Total Population - Male","3010","Population - Est. & Proj.","1986","1986","1000 persons","7943.835","X","International reliable sources",""
"OA","Annual population","10","Australia","513","Total Population - Female","3010","Population - Est. & Proj.","1986","1986","1000 persons","7973.745","X","International reliable sources",""
"OA","Annual population","10","Australia","551","Rural population","3010","Population - Est. & Proj.","1986","1986","1000 persons","2309.67","X","International reliable sources",""
"OA","Annual population","10","Australia","561","Urban population","3010","Population - Est. & Proj.","1986","1986","1000 persons","13676.494","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","10","Australia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1987","1987","1000 persons","16183.168","X","International reliable sources",""
"OA","Annual population","10","Australia","512","Total Population - Male","3010","Population - Est. & Proj.","1987","1987","1000 persons","8075.25","X","International reliable sources",""
"OA","Annual population","10","Australia","513","Total Population - Female","3010","Population - Est. & Proj.","1987","1987","1000 persons","8107.909","X","International reliable sources",""
"OA","Annual population","10","Australia","551","Rural population","3010","Population - Est. & Proj.","1987","1987","1000 persons","2353.333","X","International reliable sources",""
"OA","Annual population","10","Australia","561","Urban population","3010","Population - Est. & Proj.","1987","1987","1000 persons","13901.602","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","10","Australia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1988","1988","1000 persons","16452.255","X","International reliable sources",""
"OA","Annual population","10","Australia","512","Total Population - Male","3010","Population - Est. & Proj.","1988","1988","1000 persons","8207.624","X","International reliable sources",""
"OA","Annual population","10","Australia","513","Total Population - Female","3010","Population - Est. & Proj.","1988","1988","1000 persons","8244.634","X","International reliable sources",""
"OA","Annual population","10","Australia","551","Rural population","3010","Population - Est. & Proj.","1988","1988","1000 persons","2397.711","X","International reliable sources",""
"OA","Annual population","10","Australia","561","Urban population","3010","Population - Est. & Proj.","1988","1988","1000 persons","14129.719","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","10","Australia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1989","1989","1000 persons","16713.989","X","International reliable sources",""
"OA","Annual population","10","Australia","512","Total Population - Male","3010","Population - Est. & Proj.","1989","1989","1000 persons","8335.501","X","International reliable sources",""
"OA","Annual population","10","Australia","513","Total Population - Female","3010","Population - Est. & Proj.","1989","1989","1000 persons","8378.488","X","International reliable sources",""
"OA","Annual population","10","Australia","551","Rural population","3010","Population - Est. & Proj.","1989","1989","1000 persons","2441.137","X","International reliable sources",""
"OA","Annual population","10","Australia","561","Urban population","3010","Population - Est. & Proj.","1989","1989","1000 persons","14351.157","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","10","Australia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1990","1990","1000 persons","16960.597","X","International reliable sources",""
"OA","Annual population","10","Australia","512","Total Population - Male","3010","Population - Est. & Proj.","1990","1990","1000 persons","8455.083","X","International reliable sources",""
"OA","Annual population","10","Australia","513","Total Population - Female","3010","Population - Est. & Proj.","1990","1990","1000 persons","8505.517","X","International reliable sources",""
"OA","Annual population","10","Australia","551","Rural population","3010","Population - Est. & Proj.","1990","1990","1000 persons","2482.446","X","International reliable sources",""
"OA","Annual population","10","Australia","561","Urban population","3010","Population - Est. & Proj.","1990","1990","1000 persons","14558.985","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","10","Australia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1991","1991","1000 persons","17189.24","X","International reliable sources",""
"OA","Annual population","10","Australia","512","Total Population - Male","3010","Population - Est. & Proj.","1991","1991","1000 persons","8564.678","X","International reliable sources",""
"OA","Annual population","10","Australia","513","Total Population - Female","3010","Population - Est. & Proj.","1991","1991","1000 persons","8624.557","X","International reliable sources",""
"OA","Annual population","10","Australia","551","Rural population","3010","Population - Est. & Proj.","1991","1991","1000 persons","2521.183","X","International reliable sources",""
"OA","Annual population","10","Australia","561","Urban population","3010","Population - Est. & Proj.","1991","1991","1000 persons","14750.691","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","10","Australia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1992","1992","1000 persons","17402.173","X","International reliable sources",""
"OA","Annual population","10","Australia","512","Total Population - Male","3010","Population - Est. & Proj.","1992","1992","1000 persons","8665.585","X","International reliable sources",""
"OA","Annual population","10","Australia","513","Total Population - Female","3010","Population - Est. & Proj.","1992","1992","1000 persons","8736.594","X","International reliable sources",""
"OA","Annual population","10","Australia","551","Rural population","3010","Population - Est. & Proj.","1992","1992","1000 persons","2573.024","X","International reliable sources",""
"OA","Annual population","10","Australia","561","Urban population","3010","Population - Est. & Proj.","1992","1992","1000 persons","14912.924","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","10","Australia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1993","1993","1000 persons","17603.205","X","International reliable sources",""
"OA","Annual population","10","Australia","512","Total Population - Male","3010","Population - Est. & Proj.","1993","1993","1000 persons","8760.786","X","International reliable sources",""
"OA","Annual population","10","Australia","513","Total Population - Female","3010","Population - Est. & Proj.","1993","1993","1000 persons","8842.425","X","International reliable sources",""
"OA","Annual population","10","Australia","551","Rural population","3010","Population - Est. & Proj.","1993","1993","1000 persons","2625.295","X","International reliable sources",""
"OA","Annual population","10","Australia","561","Urban population","3010","Population - Est. & Proj.","1993","1993","1000 persons","15062.184","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","10","Australia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1994","1994","1000 persons","17798.529","X","International reliable sources",""
"OA","Annual population","10","Australia","512","Total Population - Male","3010","Population - Est. & Proj.","1994","1994","1000 persons","8854.787","X","International reliable sources",""
"OA","Annual population","10","Australia","513","Total Population - Female","3010","Population - Est. & Proj.","1994","1994","1000 persons","8943.739","X","International reliable sources",""
"OA","Annual population","10","Australia","551","Rural population","3010","Population - Est. & Proj.","1994","1994","1000 persons","2677.339","X","International reliable sources",""
"OA","Annual population","10","Australia","561","Urban population","3010","Population - Est. & Proj.","1994","1994","1000 persons","15205.398","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","10","Australia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1995","1995","1000 persons","17993.074","X","International reliable sources",""
"OA","Annual population","10","Australia","512","Total Population - Male","3010","Population - Est. & Proj.","1995","1995","1000 persons","8951.036","X","International reliable sources",""
"OA","Annual population","10","Australia","513","Total Population - Female","3010","Population - Est. & Proj.","1995","1995","1000 persons","9042.047","X","International reliable sources",""
"OA","Annual population","10","Australia","551","Rural population","3010","Population - Est. & Proj.","1995","1995","1000 persons","2729.864","X","International reliable sources",""
"OA","Annual population","10","Australia","561","Urban population","3010","Population - Est. & Proj.","1995","1995","1000 persons","15346.879","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","10","Australia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1996","1996","1000 persons","18189.277","X","International reliable sources",""
"OA","Annual population","10","Australia","512","Total Population - Male","3010","Population - Est. & Proj.","1996","1996","1000 persons","9051.261","X","International reliable sources",""
"OA","Annual population","10","Australia","513","Total Population - Female","3010","Population - Est. & Proj.","1996","1996","1000 persons","9138.013","X","International reliable sources",""
"OA","Annual population","10","Australia","551","Rural population","3010","Population - Est. & Proj.","1996","1996","1000 persons","2783.238","X","International reliable sources",""
"OA","Annual population","10","Australia","561","Urban population","3010","Population - Est. & Proj.","1996","1996","1000 persons","15488.447","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","10","Australia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1997","1997","1000 persons","18387.214","X","International reliable sources",""
"OA","Annual population","10","Australia","512","Total Population - Male","3010","Population - Est. & Proj.","1997","1997","1000 persons","9155.064","X","International reliable sources",""
"OA","Annual population","10","Australia","513","Total Population - Female","3010","Population - Est. & Proj.","1997","1997","1000 persons","9232.141","X","International reliable sources",""
"OA","Annual population","10","Australia","551","Rural population","3010","Population - Est. & Proj.","1997","1997","1000 persons","2837.374","X","International reliable sources",""
"OA","Annual population","10","Australia","561","Urban population","3010","Population - Est. & Proj.","1997","1997","1000 persons","15630.214","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","10","Australia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1998","1998","1000 persons","18587.021","X","International reliable sources",""
"OA","Annual population","10","Australia","512","Total Population - Male","3010","Population - Est. & Proj.","1998","1998","1000 persons","9261.251","X","International reliable sources",""
"OA","Annual population","10","Australia","513","Total Population - Female","3010","Population - Est. & Proj.","1998","1998","1000 persons","9325.776","X","International reliable sources",""
"OA","Annual population","10","Australia","551","Rural population","3010","Population - Est. & Proj.","1998","1998","1000 persons","2892.475","X","International reliable sources",""
"OA","Annual population","10","Australia","561","Urban population","3010","Population - Est. & Proj.","1998","1998","1000 persons","15772.57","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","10","Australia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1999","1999","1000 persons","18788.186","X","International reliable sources",""
"OA","Annual population","10","Australia","512","Total Population - Male","3010","Population - Est. & Proj.","1999","1999","1000 persons","9367.716","X","International reliable sources",""
"OA","Annual population","10","Australia","513","Total Population - Female","3010","Population - Est. & Proj.","1999","1999","1000 persons","9420.471","X","International reliable sources",""
"OA","Annual population","10","Australia","551","Rural population","3010","Population - Est. & Proj.","1999","1999","1000 persons","2948.527","X","International reliable sources",""
"OA","Annual population","10","Australia","561","Urban population","3010","Population - Est. & Proj.","1999","1999","1000 persons","15915.585","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","10","Australia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2000","2000","1000 persons","18991.431","X","International reliable sources",""
"OA","Annual population","10","Australia","512","Total Population - Male","3010","Population - Est. & Proj.","2000","2000","1000 persons","9473.544","X","International reliable sources",""
"OA","Annual population","10","Australia","513","Total Population - Female","3010","Population - Est. & Proj.","2000","2000","1000 persons","9517.89","X","International reliable sources",""
"OA","Annual population","10","Australia","551","Rural population","3010","Population - Est. & Proj.","2000","2000","1000 persons","3005.744","X","International reliable sources",""
"OA","Annual population","10","Australia","561","Urban population","3010","Population - Est. & Proj.","2000","2000","1000 persons","16060.093","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","10","Australia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2001","2001","1000 persons","19194.672","X","International reliable sources",""
"OA","Annual population","10","Australia","512","Total Population - Male","3010","Population - Est. & Proj.","2001","2001","1000 persons","9577.028","X","International reliable sources",""
"OA","Annual population","10","Australia","513","Total Population - Female","3010","Population - Est. & Proj.","2001","2001","1000 persons","9617.648","X","International reliable sources",""
"OA","Annual population","10","Australia","551","Rural population","3010","Population - Est. & Proj.","2001","2001","1000 persons","3063.632","X","International reliable sources",""
"OA","Annual population","10","Australia","561","Urban population","3010","Population - Est. & Proj.","2001","2001","1000 persons","16204.901","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","10","Australia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2002","2002","1000 persons","19401.368","X","International reliable sources",""
"OA","Annual population","10","Australia","512","Total Population - Male","3010","Population - Est. & Proj.","2002","2002","1000 persons","9680.332","X","International reliable sources",""
"OA","Annual population","10","Australia","513","Total Population - Female","3010","Population - Est. & Proj.","2002","2002","1000 persons","9721.034","X","International reliable sources",""
"OA","Annual population","10","Australia","551","Rural population","3010","Population - Est. & Proj.","2002","2002","1000 persons","3072.827","X","International reliable sources",""
"OA","Annual population","10","Australia","561","Urban population","3010","Population - Est. & Proj.","2002","2002","1000 persons","16402.364","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","10","Australia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2003","2003","1000 persons","19624.166","X","International reliable sources",""
"OA","Annual population","10","Australia","512","Total Population - Male","3010","Population - Est. & Proj.","2003","2003","1000 persons","9790.9","X","International reliable sources",""
"OA","Annual population","10","Australia","513","Total Population - Female","3010","Population - Est. & Proj.","2003","2003","1000 persons","9833.263","X","International reliable sources",""
"OA","Annual population","10","Australia","551","Rural population","3010","Population - Est. & Proj.","2003","2003","1000 persons","3084.036","X","International reliable sources",""
"OA","Annual population","10","Australia","561","Urban population","3010","Population - Est. & Proj.","2003","2003","1000 persons","16612.936","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","10","Australia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2004","2004","1000 persons","19879.649","X","International reliable sources",""
"OA","Annual population","10","Australia","512","Total Population - Male","3010","Population - Est. & Proj.","2004","2004","1000 persons","9918.667","X","International reliable sources",""
"OA","Annual population","10","Australia","513","Total Population - Female","3010","Population - Est. & Proj.","2004","2004","1000 persons","9960.987","X","International reliable sources",""
"OA","Annual population","10","Australia","551","Rural population","3010","Population - Est. & Proj.","2004","2004","1000 persons","3099.437","X","International reliable sources",""
"OA","Annual population","10","Australia","561","Urban population","3010","Population - Est. & Proj.","2004","2004","1000 persons","16848.992","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","10","Australia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2005","2005","1000 persons","20178.54","X","International reliable sources",""
"OA","Annual population","10","Australia","512","Total Population - Male","3010","Population - Est. & Proj.","2005","2005","1000 persons","10070.069","X","International reliable sources",""
"OA","Annual population","10","Australia","513","Total Population - Female","3010","Population - Est. & Proj.","2005","2005","1000 persons","10108.474","X","International reliable sources",""
"OA","Annual population","10","Australia","551","Rural population","3010","Population - Est. & Proj.","2005","2005","1000 persons","3120.469","X","International reliable sources",""
"OA","Annual population","10","Australia","561","Urban population","3010","Population - Est. & Proj.","2005","2005","1000 persons","17118.434","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","10","Australia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2006","2006","1000 persons","20526.303","X","International reliable sources",""
"OA","Annual population","10","Australia","512","Total Population - Male","3010","Population - Est. & Proj.","2006","2006","1000 persons","10248.441","X","International reliable sources",""
"OA","Annual population","10","Australia","513","Total Population - Female","3010","Population - Est. & Proj.","2006","2006","1000 persons","10277.859","X","International reliable sources",""
"OA","Annual population","10","Australia","551","Rural population","3010","Population - Est. & Proj.","2006","2006","1000 persons","3147.693","X","International reliable sources",""
"OA","Annual population","10","Australia","561","Urban population","3010","Population - Est. & Proj.","2006","2006","1000 persons","17425.913","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","10","Australia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2007","2007","1000 persons","20916.344","X","International reliable sources",""
"OA","Annual population","10","Australia","512","Total Population - Male","3010","Population - Est. & Proj.","2007","2007","1000 persons","10449.782","X","International reliable sources",""
"OA","Annual population","10","Australia","513","Total Population - Female","3010","Population - Est. & Proj.","2007","2007","1000 persons","10466.557","X","International reliable sources",""
"OA","Annual population","10","Australia","551","Rural population","3010","Population - Est. & Proj.","2007","2007","1000 persons","3179.302","X","International reliable sources",""
"OA","Annual population","10","Australia","561","Urban population","3010","Population - Est. & Proj.","2007","2007","1000 persons","17767.362","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","10","Australia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2008","2008","1000 persons","21332.282","X","International reliable sources",""
"OA","Annual population","10","Australia","512","Total Population - Male","3010","Population - Est. & Proj.","2008","2008","1000 persons","10664.165","X","International reliable sources",""
"OA","Annual population","10","Australia","513","Total Population - Female","3010","Population - Est. & Proj.","2008","2008","1000 persons","10668.128","X","International reliable sources",""
"OA","Annual population","10","Australia","551","Rural population","3010","Population - Est. & Proj.","2008","2008","1000 persons","3213.567","X","International reliable sources",""
"OA","Annual population","10","Australia","561","Urban population","3010","Population - Est. & Proj.","2008","2008","1000 persons","18128.926","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","10","Australia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2009","2009","1000 persons","21750.851","X","International reliable sources",""
"OA","Annual population","10","Australia","512","Total Population - Male","3010","Population - Est. & Proj.","2009","2009","1000 persons","10877.473","X","International reliable sources",""
"OA","Annual population","10","Australia","513","Total Population - Female","3010","Population - Est. & Proj.","2009","2009","1000 persons","10873.379","X","International reliable sources",""
"OA","Annual population","10","Australia","551","Rural population","3010","Population - Est. & Proj.","2009","2009","1000 persons","3247.226","X","International reliable sources",""
"OA","Annual population","10","Australia","561","Urban population","3010","Population - Est. & Proj.","2009","2009","1000 persons","18491.814","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","10","Australia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2010","2010","1000 persons","22154.679","X","International reliable sources",""
"OA","Annual population","10","Australia","512","Total Population - Male","3010","Population - Est. & Proj.","2010","2010","1000 persons","11079.372","X","International reliable sources",""
"OA","Annual population","10","Australia","513","Total Population - Female","3010","Population - Est. & Proj.","2010","2010","1000 persons","11075.315","X","International reliable sources",""
"OA","Annual population","10","Australia","551","Rural population","3010","Population - Est. & Proj.","2010","2010","1000 persons","3277.772","X","International reliable sources",""
"OA","Annual population","10","Australia","561","Urban population","3010","Population - Est. & Proj.","2010","2010","1000 persons","18842.292","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","10","Australia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2011","2011","1000 persons","22538.001","X","International reliable sources",""
"OA","Annual population","10","Australia","512","Total Population - Male","3010","Population - Est. & Proj.","2011","2011","1000 persons","11266.234","X","International reliable sources",""
"OA","Annual population","10","Australia","513","Total Population - Female","3010","Population - Est. & Proj.","2011","2011","1000 persons","11271.768","X","International reliable sources",""
"OA","Annual population","10","Australia","551","Rural population","3010","Population - Est. & Proj.","2011","2011","1000 persons","3304.468","X","International reliable sources",""
"OA","Annual population","10","Australia","561","Urban population","3010","Population - Est. & Proj.","2011","2011","1000 persons","19175.331","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","10","Australia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2012","2012","1000 persons","22903.948","X","International reliable sources",""
"OA","Annual population","10","Australia","512","Total Population - Male","3010","Population - Est. & Proj.","2012","2012","1000 persons","11440.451","X","International reliable sources",""
"OA","Annual population","10","Australia","513","Total Population - Female","3010","Population - Est. & Proj.","2012","2012","1000 persons","11463.5","X","International reliable sources",""
"OA","Annual population","10","Australia","551","Rural population","3010","Population - Est. & Proj.","2012","2012","1000 persons","3331.639","X","International reliable sources",""
"OA","Annual population","10","Australia","561","Urban population","3010","Population - Est. & Proj.","2012","2012","1000 persons","19490.21","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","10","Australia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2013","2013","1000 persons","23254.913","X","International reliable sources",""
"OA","Annual population","10","Australia","512","Total Population - Male","3010","Population - Est. & Proj.","2013","2013","1000 persons","11605.027","X","International reliable sources",""
"OA","Annual population","10","Australia","513","Total Population - Female","3010","Population - Est. & Proj.","2013","2013","1000 persons","11649.885","X","International reliable sources",""
"OA","Annual population","10","Australia","551","Rural population","3010","Population - Est. & Proj.","2013","2013","1000 persons","3356.405","X","International reliable sources",""
"OA","Annual population","10","Australia","561","Urban population","3010","Population - Est. & Proj.","2013","2013","1000 persons","19794.324","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","10","Australia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2014","2014","1000 persons","23596.424","X","International reliable sources",""
"OA","Annual population","10","Australia","512","Total Population - Male","3010","Population - Est. & Proj.","2014","2014","1000 persons","11765.369","X","International reliable sources",""
"OA","Annual population","10","Australia","513","Total Population - Female","3010","Population - Est. & Proj.","2014","2014","1000 persons","11831.057","X","International reliable sources",""
"OA","Annual population","10","Australia","551","Rural population","3010","Population - Est. & Proj.","2014","2014","1000 persons","3379.903","X","International reliable sources",""
"OA","Annual population","10","Australia","561","Urban population","3010","Population - Est. & Proj.","2014","2014","1000 persons","20094.765","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","10","Australia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2015","2015","1000 persons","23932.502","X","International reliable sources",""
"OA","Annual population","10","Australia","512","Total Population - Male","3010","Population - Est. & Proj.","2015","2015","1000 persons","11925.355","X","International reliable sources",""
"OA","Annual population","10","Australia","513","Total Population - Female","3010","Population - Est. & Proj.","2015","2015","1000 persons","12007.144","X","International reliable sources",""
"OA","Annual population","10","Australia","551","Rural population","3010","Population - Est. & Proj.","2015","2015","1000 persons","3403.025","X","International reliable sources",""
"OA","Annual population","10","Australia","561","Urban population","3010","Population - Est. & Proj.","2015","2015","1000 persons","20396.531","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","10","Australia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2016","2016","1000 persons","24262.712","X","International reliable sources",""
"OA","Annual population","10","Australia","512","Total Population - Male","3010","Population - Est. & Proj.","2016","2016","1000 persons","12085.384","X","International reliable sources",""
"OA","Annual population","10","Australia","513","Total Population - Female","3010","Population - Est. & Proj.","2016","2016","1000 persons","12177.326","X","International reliable sources",""
"OA","Annual population","10","Australia","551","Rural population","3010","Population - Est. & Proj.","2016","2016","1000 persons","3425.805","X","International reliable sources",""
"OA","Annual population","10","Australia","561","Urban population","3010","Population - Est. & Proj.","2016","2016","1000 persons","20700.043","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","10","Australia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2017","2017","1000 persons","24584.62","X","International reliable sources",""
"OA","Annual population","10","Australia","512","Total Population - Male","3010","Population - Est. & Proj.","2017","2017","1000 persons","12243.642","X","International reliable sources",""
"OA","Annual population","10","Australia","513","Total Population - Female","3010","Population - Est. & Proj.","2017","2017","1000 persons","12340.977","X","International reliable sources",""
"OA","Annual population","10","Australia","551","Rural population","3010","Population - Est. & Proj.","2017","2017","1000 persons","3446.638","X","International reliable sources",""
"OA","Annual population","10","Australia","561","Urban population","3010","Population - Est. & Proj.","2017","2017","1000 persons","21003.923","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","10","Australia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","24898.152","X","International reliable sources",""
"OA","Annual population","10","Australia","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 persons","12399.374","X","International reliable sources",""
"OA","Annual population","10","Australia","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 persons","12498.779","X","International reliable sources",""
"OA","Annual population","10","Australia","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","3465.207","X","International reliable sources",""
"OA","Annual population","10","Australia","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","21307.04","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
